imageID,username,imageName,groundTruthSize,experience,imgW,imgH,tissueArea,tumorArea,annoArea,groundTruth,diagnosis,diagnosisBinary,diagnosisError,correctness,magnification,taskCompletionTime,cancerType,tumorTissueRatio,imgPrecision,imgRecall,imgIoU,imgF1,imgF05,imgF025,tpArea,fpArea,fnArea,tnArea,overallAcc,overallPrecision,overallRecall,overallF1,overallF05,overallF025,meanPrecision,meanRecall,meanIoU,meanF1,meanF05,meanF025,zoom,imageZoom,numFixations,numFixationsInGT,fixationDuration,fixationDurationInGT,timeToFirstGTFix,saccadeDistance,saccadeSpeed,eccentricity,fixationDistToCenter,coverage,turnAngle
C23,P11,test_079.tif,Micro,3,102400,86016,1030890,9458,5523,1,Malignant,1,TP,1,40,88.876,Lymph,0.008576084742,0.4186233193,0.2359461599,0.1777134094,0.3017939815,0.3624926146,0.4003883977,2086,2897,6755,1019152,0.8833333333,0.975,0.8666666667,0.9176470588,0.9512195122,0.9678832117,0.56,0.71,0.5,0.58,0.56,0.56,9.546,0.1975,186,35,231.6559,219.6,12273,3815.304,11.50328,248.3329,411.186,0.084573,97.00047
C23,P2,test_079.tif,Micro,1,102400,86016,1030890,9458,0,1,Benign,0,FN,0,40,51.556,Lymph,0.008576084742,0,0,0,0,0,0,0,0,8841,1022049,0.6333333333,1,0.5111111111,0.6764705882,0.8394160584,0.9467312349,0.49,0.5,0.42,0.48,0.48,0.48,20.734,0.4291,136,1,243.3015,192,1077,6343.826,25.03675,395.6563,341.772,0.219164,79.99775
C23,P3,test_079.tif,Micro,3,102400,86016,1030890,9458,2298,1,Malignant,1,TP,1,40,87.162,Lymph,0.008576084742,0.7784810127,0.1947743468,0.1845461365,0.3115896137,0.4867431737,0.6618135781,1722,490,7119,1021559,0.8,1,0.7333333333,0.8461538462,0.9322033898,0.9790575916,0.65,0.44,0.4,0.47,0.51,0.57,32.216,0.6667,200,60,280.185,314.8333,12146,3817.489,12.01965,254.7495,486.1529,0.11001,89.23044
C23,P4,test_079.tif,Micro,2,102400,86016,1030890,9458,785,1,Atypical,1,TP,1,40,199.965,Lymph,0.008576084742,0.573388203,0.04727971949,0.04567307692,0.08735632184,0.177766437,0.346549622,418,311,8423,1021738,0.7833333333,0.9210526316,0.7777777778,0.843373494,0.8883248731,0.911179173,0.62,0.49,0.43,0.51,0.54,0.58,4.242,0.0878,511,110,276.0841,327.4636,34031,2754.191,7.887863,242.2923,436.9474,0.169411,89.41858
C23,P5,test_079.tif,Micro,1,102400,86016,1030890,9458,0,1,Benign,0,FN,0,40,47.518,Lymph,0.008576084742,0,0,0,0,0,0,0,0,8841,1022049,0.6833333333,1,0.5777777778,0.7323943662,0.8724832215,0.9587852495,0.55,0.5,0.43,0.5,0.52,0.53,0.809,0.0167,102,0,211.4902,0,-1,10398.09,41.15984,630.015,477.3406,0.249859,109.1421
C23,P6,test_079.tif,Micro,3,102400,86016,1030890,9458,0,1,Benign,0,FN,0,40,36.956,Lymph,0.008576084742,0,0,0,0,0,0,0,0,8841,1022049,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.51,0.53,0.46,0.51,0.5,0.5,2.73,0.0565,85,0,270.2706,0,-1,8249.807,27.3413,525.1129,447.8407,0.14007,93.02293
C23,P7,test_079.tif,Micro,4,102400,86016,1030890,9458,4394,1,Malignant,1,TP,1,40,138.918,Lymph,0.008576084742,0.571083691,0.2408098631,0.2039272031,0.3387699897,0.4481539174,0.5284498241,2129,1599,6712,1020450,0.6666666667,1,0.5555555556,0.7142857143,0.8620689655,0.9550561798,0.54,0.56,0.48,0.54,0.54,0.54,0.809,0.0167,8,0,137.5,0,-1,3009.566,6.751863,830.0653,739.84,0.020673,105.2121
C23,P8,test_079.tif,Micro,4,102400,86016,1030890,9458,2851,1,Malignant,1,TP,1,40,49.68,Lymph,0.008576084742,0.4171557562,0.1045130641,0.09119621003,0.1671490593,0.2610022033,0.3547345363,924,1291,7917,1020758,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.46,0.46,0.39,0.44,0.45,0.46,32.216,0.6667,139,47,218.8489,205.6383,9935,3862.506,14.08068,237.7111,365.7517,0.125795,95.82945
C23,P9,test_079.tif,Micro,2,102400,86016,1030890,9458,0,1,Benign,0,FN,0,40,68.934,Lymph,0.008576084742,0,0,0,0,0,0,0,0,8841,1022049,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.45,0.54,0.43,0.48,0.46,0.45,0.809,0.0167,175,1,235.7086,100,17534,9332.403,34.48337,493.552,502.1894,0.274368,87.56455
C8,P1,test_045.tif,None,2,97792,221184,790625,0,0,0,Benign,1,TN,1,20,27.822,Lymph,0,1,1,1,1,1,1,0,0,0,790625,0.65,1,0.5333333333,0.6956521739,0.8510638298,0.951048951,0.6,0.48,0.46,0.51,0.55,0.58,11.39,0.0742,64,0,260.3125,0,-1,6536.669,21.41032,2561.984,406.0699,0.088677,87.37766
C24,P10,test_082.tif,Macro,1,97792,217088,1966547,74666,0,1,Benign,0,FN,0,20,117.461,Lymph,0.02498033355,0,0,0,0,0,0,0,0,49125,1917422,0.55,1,0.4,0.5714285714,0.7692307692,0.9189189189,0.48,0.47,0.42,0.46,0.47,0.47,29.782,0.1975,312,96,287.6603,316.7083,4409,3807.016,11.53605,156.4706,360.4406,0.2513,76.7763
C24,P11,test_082.tif,Macro,3,97792,217088,1966547,74666,51292,1,Malignant,1,TP,1,20,19.897,Lymph,0.02498033355,0.407518113,0.2553282443,0.186205668,0.3139517421,0.364111913,0.3937136833,12543,18236,36582,1899186,0.8833333333,0.975,0.8666666667,0.9176470588,0.9512195122,0.9678832117,0.56,0.71,0.5,0.58,0.56,0.56,7.595,0.0504,47,10,255.0851,339.1,1758,7778.453,29.45223,90.00595,448.2112,0.116051,105.4024
C24,P2,test_082.tif,Macro,1,97792,217088,1966547,74666,70439,1,Malignant,1,TP,1,20,35.181,Lymph,0.02498033355,0.3314200789,0.2632875318,0.1719558079,0.2934510102,0.3151114121,0.3264508025,12934,26092,36191,1891330,0.6333333333,1,0.5111111111,0.6764705882,0.8394160584,0.9467312349,0.49,0.5,0.42,0.48,0.48,0.48,3.375,0.0224,45,15,266.1111,276.6,3496,7143.422,21.79782,169.0676,320.7134,0.132425,75.69655
C24,P3,test_082.tif,Macro,3,97792,217088,1966547,74666,14754,1,Malignant,1,TP,1,20,52.961,Lymph,0.02498033355,0.7290530491,0.1796030534,0.1683650103,0.2882061835,0.4523084494,0.6178647784,8823,3279,40302,1914143,0.8,1,0.7333333333,0.8461538462,0.9322033898,0.9790575916,0.65,0.44,0.4,0.47,0.51,0.57,5.063,0.0336,103,41,295.1262,325,3109,6808.996,20.72515,57.17149,487.4065,0.19616,94.21099
C24,P4,test_082.tif,Macro,2,97792,217088,1966547,74666,21559,1,Malignant,1,TP,1,20,33.467,Lymph,0.02498033355,0.6968085106,0.1013333333,0.09705406407,0.1769357906,0.3203304977,0.5178150757,4978,2166,44147,1915256,0.7833333333,0.9210526316,0.7777777778,0.843373494,0.8883248731,0.911179173,0.62,0.49,0.43,0.51,0.54,0.58,25.632,0.17,62,22,349.5968,294.7727,13684,5459.068,11.61388,35.06293,373.5026,0.137926,113.9096
C24,P5,test_082.tif,Macro,1,97792,217088,1966547,74666,31993,1,Malignant,1,TP,1,20,46.388,Lymph,0.02498033355,0.5433787405,0.1981272265,0.1698485272,0.290376956,0.4029460227,0.4928585684,9733,8179,39392,1909243,0.6833333333,1,0.5777777778,0.7323943662,0.8724832215,0.9587852495,0.55,0.5,0.43,0.5,0.52,0.53,17.088,0.1133,110,27,228.6818,278.7407,5567,7423.38,26.03666,163.923,497.1143,0.127528,92.80318
C24,P6,test_082.tif,Macro,3,97792,217088,1966547,74666,16671,1,Malignant,1,TP,1,20,11.417,Lymph,0.02498033355,0.8055685906,0.2096692112,0.1995698591,0.3327357012,0.5136183666,0.6901825377,10300,2486,38825,1914936,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.51,0.53,0.46,0.51,0.5,0.5,11.392,0.0756,16,7,303.625,332,1947,7824.957,27.91339,19.27347,334.1991,0.094747,105.0655
C24,P7,test_082.tif,Macro,4,97792,217088,1966547,74666,105898,1,Malignant,1,TP,1,20,110.183,Lymph,0.02498033355,0.4903186441,0.7361017812,0.4170145536,0.5885818922,0.5254050127,0.5001419709,36161,37589,12964,1879833,0.6666666667,1,0.5555555556,0.7142857143,0.8620689655,0.9550561798,0.54,0.56,0.48,0.54,0.54,0.54,1,0.0066,161,49,148.5217,137.449,4934,5583.227,12.09508,95.63136,331.2715,0.202169,90.96373
C24,P8,test_082.tif,Macro,4,97792,217088,1966547,74666,41812,1,Malignant,1,TP,1,20,18.908,Lymph,0.02498033355,0.6351207214,0.4,0.3252557354,0.4908573141,0.5683099936,0.6138943561,19650,11289,29475,1906133,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.46,0.46,0.39,0.44,0.45,0.46,25.632,0.17,39,19,236.6154,296.9474,7204,11372.76,33.12714,135.4222,434.9928,0.148779,89.16233
C24,P9,test_082.tif,Macro,2,97792,217088,1966547,74666,66747,1,Neoplastic,1,TP,1,20,32.84,Lymph,0.02498033355,0.3442456442,0.2690687023,0.1778908269,0.3020497703,0.3260274378,0.3386794116,13218,25179,35907,1892243,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.45,0.54,0.43,0.48,0.46,0.45,5.063,0.0336,67,25,247.791,284,1738,6222.562,21.70498,57.83264,561.9651,0.131894,104.5627
C50,P1,test_033.tif,Micro,2,188416,103936,4594257,1253,0,1,Benign,0,FN,0,40,59.52,Lymph,0.0002365997375,0,0,0,0,0,0,0,0,1087,4593170,0.65,1,0.5333333333,0.6956521739,0.8510638298,0.951048951,0.6,0.48,0.46,0.51,0.55,0.58,3.375,0.038,170,0,260.8824,0,-1,8346.38,31.74091,751.8781,471.8912,0.19,87.66628
C25,P10,test_084.tif,Micro,1,118784,82432,604248,3593,0,1,Benign,0,FN,0,40,47.659,Lymph,0.004408785797,0,0,0,0,0,0,0,0,2664,601584,0.55,1,0.4,0.5714285714,0.7692307692,0.9189189189,0.48,0.47,0.42,0.46,0.47,0.47,3.305,0.059,133,0,250.2632,0,-1,6384.135,22.30304,707.0726,418.145,0.155845,78.54609
C25,P11,test_084.tif,Micro,3,118784,82432,604248,3593,0,1,Benign,0,FN,0,40,53.877,Lymph,0.004408785797,0,0,0,0,0,0,0,0,2664,601584,0.8833333333,0.975,0.8666666667,0.9176470588,0.9512195122,0.9678832117,0.56,0.71,0.5,0.58,0.56,0.56,4.957,0.0884,157,7,238.9618,323.7143,19708,6160.165,23.38095,645.8776,446.8876,0.163184,89.12853
C25,P2,test_084.tif,Micro,1,118784,82432,604248,3593,0,1,Benign,0,FN,0,40,72.406,Lymph,0.004408785797,0,0,0,0,0,0,0,0,2664,601584,0.6333333333,1,0.5111111111,0.6764705882,0.8394160584,0.9467312349,0.49,0.5,0.42,0.48,0.48,0.48,11.073,0.1975,173,20,258.1098,241.6,25345,4954.054,17.91181,387.2245,367.8127,0.148071,81.22268
C25,P3,test_084.tif,Micro,3,118784,82432,604248,3593,2290,1,Atypical,1,TP,1,40,141.359,Lymph,0.004408785797,0.9327823691,0.6355105105,0.6076812635,0.7559723152,0.8529826683,0.9078034317,1693,122,971,601462,0.8,1,0.7333333333,0.8461538462,0.9322033898,0.9790575916,0.65,0.44,0.4,0.47,0.51,0.57,56.057,1,347,117,282.4179,317.7094,51092,3762.041,12.76185,183.3117,441.4808,0.157054,92.06482
C25,P4,test_084.tif,Micro,2,118784,82432,604248,3593,735,1,Benign,0,FN,0,40,74.946,Lymph,0.004408785797,0,0,0,0,0,0,0,321,2664,601263,0.7833333333,0.9210526316,0.7777777778,0.843373494,0.8883248731,0.911179173,0.62,0.49,0.43,0.51,0.54,0.58,11.154,0.199,207,2,266.4396,308.5,36216,5226.387,16.98939,743.5178,475.2493,0.139762,92.02267
C25,P5,test_084.tif,Micro,1,118784,82432,604248,3593,0,1,Benign,0,FN,0,40,52.664,Lymph,0.004408785797,0,0,0,0,0,0,0,0,2664,601584,0.6833333333,1,0.5777777778,0.7323943662,0.8724832215,0.9587852495,0.55,0.5,0.43,0.5,0.52,0.53,3.305,0.059,155,0,233.0129,0,-1,7747.826,30.49582,386.3343,449.0207,0.183013,99.28586
C25,P6,test_084.tif,Micro,3,118784,82432,604248,3593,0,1,Benign,0,FN,0,40,24.482,Lymph,0.004408785797,0,0,0,0,0,0,0,0,2664,601584,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.51,0.53,0.46,0.51,0.5,0.5,4.957,0.0884,48,0,332.7917,0,-1,8925.243,27.28526,855.705,481.5239,0.091345,100.738
C25,P7,test_084.tif,Micro,4,118784,82432,604248,3593,0,1,Benign,0,FN,0,40,61.161,Lymph,0.004408785797,0,0,0,0,0,0,0,0,2664,601584,0.6666666667,1,0.5555555556,0.7142857143,0.8620689655,0.9550561798,0.54,0.56,0.48,0.54,0.54,0.54,0.979,0.0175,51,0,118.4902,0,-1,7905.56,19.38066,732.1703,375.9067,0.118538,87.23496
C25,P8,test_084.tif,Micro,4,118784,82432,604248,3593,0,1,Benign,0,FN,0,40,18.443,Lymph,0.004408785797,0,0,0,0,0,0,0,0,2664,601584,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.46,0.46,0.39,0.44,0.45,0.46,0.979,0.0175,50,0,216.96,0,-1,11745.68,48.40066,630.9732,552.9922,0.163409,101.5297
C25,P9,test_084.tif,Micro,2,118784,82432,604248,3593,0,1,Benign,0,FN,0,40,75.313,Lymph,0.004408785797,0,0,0,0,0,0,0,0,2664,601584,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.45,0.54,0.43,0.48,0.46,0.45,4.957,0.0884,225,29,207.84,203.7586,42868,5349.169,18.34695,412.091,518.1662,0.20925,92.0545
C51,P1,test_040.tif,Macro,2,97792,221696,956932,360886,203721,1,Malignant,1,TP,1,20,25.541,Lymph,0.3718017581,0.8723250145,0.4908218073,0.4579255693,0.6281878567,0.7549624268,0.8341844168,174629,25559,181160,575584,0.65,1,0.5333333333,0.6956521739,0.8510638298,0.951048951,0.6,0.48,0.46,0.51,0.55,0.58,38.444,0.2497,36,24,381.8889,385.3333,687,9357.767,27.58011,7.143372,367.8358,0.137354,76.42192
C26,P10,test_085.tif,None,1,97792,220672,732462,0,0,0,Benign,1,TN,1,20,53.063,Lymph,0,1,1,1,1,1,1,0,0,0,732462,0.55,1,0.4,0.5714285714,0.7692307692,0.9189189189,0.48,0.47,0.42,0.46,0.47,0.47,7.595,0.0496,143,0,266.7552,0,-1,4146.156,12.90753,2561.984,332.8373,0.123582,70.59488
C26,P11,test_085.tif,None,3,97792,220672,732462,0,0,0,Benign,1,TN,1,20,265.855,Lymph,0,1,1,1,1,1,1,0,0,0,732462,0.8833333333,0.975,0.8666666667,0.9176470588,0.9512195122,0.9678832117,0.56,0.71,0.5,0.58,0.56,0.56,20.183,0.1317,288,0,282.1806,0,-1,2793.844,8.773517,2561.984,388.8001,0.108316,87.63106
C26,P2,test_085.tif,None,1,97792,220672,732462,0,0,0,Benign,1,TN,1,20,48.805,Lymph,0,1,1,1,1,1,1,0,0,0,732462,0.6333333333,1,0.5111111111,0.6764705882,0.8394160584,0.9467312349,0.49,0.5,0.42,0.48,0.48,0.48,2.658,0.0173,75,0,364.6533,0,-1,5374.723,16.84646,2561.984,220.1024,0.105685,71.88054
C26,P3,test_085.tif,None,3,97792,220672,732462,0,0,0,Benign,1,TN,1,20,56.152,Lymph,0,1,1,1,1,1,1,0,0,0,732462,0.8,1,0.7333333333,0.8461538462,0.9322033898,0.9790575916,0.65,0.44,0.4,0.47,0.51,0.57,2.658,0.0173,144,0,256.7431,0,-1,3877.298,11.87347,2561.984,399.39,0.110171,88.50985
C26,P4,test_085.tif,None,2,97792,220672,732462,0,0,0,Benign,1,TN,1,20,109.344,Lymph,0,1,1,1,1,1,1,0,0,0,732462,0.7833333333,0.9210526316,0.7777777778,0.843373494,0.8883248731,0.911179173,0.62,0.49,0.43,0.51,0.54,0.58,25.632,0.1672,283,0,285.7703,0,-1,3417.093,9.306445,2561.984,372.8145,0.098777,92.31605
C26,P5,test_085.tif,None,1,97792,220672,732462,0,0,0,Benign,1,TN,1,20,29.538,Lymph,0,1,1,1,1,1,1,0,0,0,732462,0.6833333333,1,0.5777777778,0.7323943662,0.8724832215,0.9587852495,0.55,0.5,0.43,0.5,0.52,0.53,5.063,0.033,56,0,245.125,0,-1,5689.857,17.90559,2561.984,424.379,0.073787,84.83846
C26,P6,test_085.tif,None,3,97792,220672,732462,0,0,0,Benign,1,TN,1,20,25.997,Lymph,0,1,1,1,1,1,1,0,0,0,732462,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.51,0.53,0.46,0.51,0.5,0.5,2.25,0.0147,58,0,304.7414,0,-1,5541.413,18.95532,2561.984,425.1347,0.080677,92.57983
C26,P7,test_085.tif,None,4,97792,220672,732462,0,0,0,Benign,1,TN,1,20,54.05,Lymph,0,1,1,1,1,1,1,0,0,0,732462,0.6666666667,1,0.5555555556,0.7142857143,0.8620689655,0.9550561798,0.54,0.56,0.48,0.54,0.54,0.54,1,0.0065,32,0,115.625,0,-1,4230.412,5.151578,2561.984,416.666,0.037808,76.08528
C26,P8,test_085.tif,None,4,97792,220672,732462,0,0,0,Benign,1,TN,1,20,12.524,Lymph,0,1,1,1,1,1,1,0,0,0,732462,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.46,0.46,0.39,0.44,0.45,0.46,3.375,0.022,28,0,244.9643,0,-1,17771.33,65.62545,2561.984,433.4237,0.115155,89.97027
C26,P9,test_085.tif,None,2,97792,220672,732462,0,0,0,Benign,1,TN,1,20,40.595,Lymph,0,1,1,1,1,1,1,0,0,0,732462,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.45,0.54,0.43,0.48,0.46,0.45,1,0.0065,96,0,211.5417,0,-1,3605.756,12.46153,2561.984,384.4755,0.123422,78.72395
C12,P1,test_053.tif,None,2,97792,218624,3393097,0,0,0,Benign,1,TN,1,20,36.593,Lymph,0,1,1,1,1,1,1,0,0,0,3393097,0.65,1,0.5333333333,0.6956521739,0.8510638298,0.951048951,0.6,0.48,0.46,0.51,0.55,0.58,11.391,0.075,95,0,259.0316,0,-1,6939.358,23.79646,2561.984,459.8106,0.144528,96.78038
C27,P10,test_092.tif,Micro,1,126976,103936,2102018,10842,18630,1,Malignant,1,TP,1,40,137.516,Lymph,0.004953811052,0.5704980628,0.9757034476,0.5625069206,0.7200056693,0.6221754094,0.5847838379,10160,7649,253,2083956,0.55,1,0.4,0.5714285714,0.7692307692,0.9189189189,0.48,0.47,0.42,0.46,0.47,0.47,11.837,0.1975,393,67,267.4402,265.8358,93661,3532.458,11.61868,174.9905,344.8945,0.159899,78.62967
C27,P11,test_092.tif,Micro,3,126976,103936,2102018,10842,24167,1,Malignant,1,TP,1,40,43.247,Lymph,0.004953811052,0.4473130289,1,0.4473130289,0.6181289327,0.5029025684,0.4623443038,10413,12866,0,2078739,0.8833333333,0.975,0.8666666667,0.9176470588,0.9512195122,0.9678832117,0.56,0.71,0.5,0.58,0.56,0.56,9.457,0.1578,103,7,254.5146,298.7143,29650,6946.52,24.09261,390.2914,451.8346,0.095438,96.26528
C27,P2,test_092.tif,Micro,1,126976,103936,2102018,10842,28846,1,Malignant,1,TP,1,40,225.298,Lymph,0.004953811052,0.3808008777,1,0.3808008777,0.5515652312,0.4346247277,0.3951952636,10413,16932,0,2074673,0.6333333333,1,0.5111111111,0.6764705882,0.8394160584,0.9467312349,0.49,0.5,0.42,0.48,0.48,0.48,0.83,0.0139,195,26,255.4154,217.9615,24205,3823.397,12.87783,334.7586,373.4026,0.128119,91.32536
C27,P3,test_092.tif,Micro,3,126976,103936,2102018,10842,0,1,Benign,0,FN,0,40,61.723,Lymph,0.004953811052,0,0,0,0,0,0,0,0,10413,2091605,0.8,1,0.7333333333,0.8461538462,0.9322033898,0.9790575916,0.65,0.44,0.4,0.47,0.51,0.57,0.83,0.0139,159,1,261.4403,433,21537,10273.13,33.98292,743.9549,468.7196,0.202008,99.59919
C27,P4,test_092.tif,Micro,2,126976,103936,2102018,10842,15360,1,Malignant,1,TP,1,40,56.933,Lymph,0.004953811052,0.6288934426,0.8841832325,0.5810299129,0.7350017962,0.6674350833,0.6397591691,9207,5433,1206,2086172,0.7833333333,0.9210526316,0.7777777778,0.843373494,0.8883248731,0.911179173,0.62,0.49,0.43,0.51,0.54,0.58,9.457,0.1578,148,12,267.2432,402,38495,9388.965,32.16158,405.9736,479.7876,0.203863,100.3115
C27,P5,test_092.tif,Micro,1,126976,103936,2102018,10842,10388,1,Malignant,1,TP,1,40,40.209,Lymph,0.004953811052,0.8382664916,0.7968885048,0.6906941901,0.8170539583,0.8296506629,0.8357139049,8298,1601,2115,2090004,0.6833333333,1,0.5777777778,0.7323943662,0.8724832215,0.9587852495,0.55,0.5,0.43,0.5,0.52,0.53,4.203,0.0701,82,19,239.1707,285,11174,6950.98,27.57383,298.5875,436.4152,0.116105,91.84194
C27,P6,test_092.tif,Micro,3,126976,103936,2102018,10842,23065,1,Malignant,1,TP,1,40,17.621,Lymph,0.004953811052,0.4559193955,0.9733986363,0.4503087654,0.6209833053,0.5101619674,0.4706370775,10136,12096,277,2079509,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.51,0.53,0.46,0.51,0.5,0.5,1.868,0.0312,36,5,302.5278,435,6041,11035.6,31.92928,497.2201,555.7135,0.077458,108.4145
C27,P7,test_092.tif,Micro,4,126976,103936,2102018,10842,13699,1,Malignant,1,TP,1,40,63.31,Lymph,0.004953811052,0.7654556556,0.9631230193,0.7436600919,0.8529874548,0.7982203403,0.774809698,10029,3073,384,2088532,0.6666666667,1,0.5555555556,0.7142857143,0.8620689655,0.9550561798,0.54,0.56,0.48,0.54,0.54,0.54,4.203,0.0701,54,9,129.8333,94.55556,8925,11071.79,19.32155,326.3822,337.1872,0.104951,93.24593
C27,P8,test_092.tif,Micro,4,126976,103936,2102018,10842,24673,1,Malignant,1,TP,1,40,17.771,Lymph,0.004953811052,0.4268230925,0.9712858926,0.4215044801,0.5930399601,0.4807171307,0.4413770796,10114,13582,299,2078023,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.46,0.46,0.39,0.44,0.45,0.46,14.185,0.2367,36,13,203.8056,240.5385,5430,14429.55,49.21468,242.6082,455.614,0.149648,98.88538
C27,P9,test_092.tif,Micro,2,126976,103936,2102018,10842,24531,1,Malignant,1,TP,1,40,55.964,Lymph,0.004953811052,0.4373996111,0.9937578027,0.436201155,0.6074374101,0.4925508116,0.4522948211,10348,13310,65,2078295,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.45,0.54,0.43,0.48,0.46,0.45,2.802,0.0468,170,15,193.3412,199.4,40897,6522.058,23.87843,394.1783,421.9124,0.229926,93.95809
C13,P1,test_054.tif,None,2,97792,217088,1426843,0,0,0,Benign,1,TN,1,20,34.717,Lymph,0,1,1,1,1,1,1,0,0,0,1426843,0.65,1,0.5333333333,0.6956521739,0.8510638298,0.951048951,0.6,0.48,0.46,0.51,0.55,0.58,7.595,0.0504,79,0,256.8734,0,-1,5095.418,17.14427,2561.984,415.4866,0.10793,90.04995
C28,P10,test_095.tif,None,1,110592,57344,1286515,0,0,0,Benign,1,TN,1,40,83.03,Lymph,0,1,1,1,1,1,1,0,0,0,1286515,0.55,1,0.4,0.5714285714,0.7692307692,0.9189189189,0.48,0.47,0.42,0.46,0.47,0.47,1,0.0192,220,0,308.1727,0,-1,4571.381,12.44873,2561.984,319.4158,0.199201,83.14203
C28,P11,test_095.tif,None,3,110592,57344,1286515,0,0,0,Benign,1,TN,1,40,77.178,Lymph,0,1,1,1,1,1,1,0,0,0,1286515,0.8833333333,0.975,0.8666666667,0.9176470588,0.9512195122,0.9678832117,0.56,0.71,0.5,0.58,0.56,0.56,11.391,0.2183,217,0,269.9263,0,-1,7592.962,23.10479,2561.984,409.1343,0.270026,77.49443
C28,P2,test_095.tif,None,1,110592,57344,1286515,0,0,0,Benign,1,TN,1,40,91.818,Lymph,0,1,1,1,1,1,1,0,0,0,1286515,0.6333333333,1,0.5111111111,0.6764705882,0.8394160584,0.9467312349,0.49,0.5,0.42,0.48,0.48,0.48,1,0.0192,211,0,296.1991,0,-1,4297.82,13.70903,2561.984,302.1974,0.187263,79.32278
C28,P3,test_095.tif,None,3,110592,57344,1286515,0,0,0,Benign,1,TN,1,40,34.286,Lymph,0,1,1,1,1,1,1,0,0,0,1286515,0.8,1,0.7333333333,0.8461538462,0.9322033898,0.9790575916,0.65,0.44,0.4,0.47,0.51,0.57,7.594,0.1455,86,0,244.093,0,-1,6338.834,19.27196,2561.984,490.8331,0.110161,86.35098
C28,P4,test_095.tif,None,2,110592,57344,1286515,0,0,0,Benign,1,TN,1,40,74.868,Lymph,0,1,1,1,1,1,1,0,0,0,1286515,0.7833333333,0.9210526316,0.7777777778,0.843373494,0.8883248731,0.911179173,0.62,0.49,0.43,0.51,0.54,0.58,5.063,0.097,202,0,272.3416,0,-1,4523.395,13.05874,2561.984,389.1806,0.164536,88.26185
C28,P5,test_095.tif,None,1,110592,57344,1286515,0,0,0,Benign,1,TN,1,40,37.913,Lymph,0,1,1,1,1,1,1,0,0,0,1286515,0.6833333333,1,0.5777777778,0.7323943662,0.8724832215,0.9587852495,0.55,0.5,0.43,0.5,0.52,0.53,2.25,0.0431,89,0,234.9213,0,-1,8359.603,29.67738,2561.984,502.6161,0.170789,102.6472
C28,P6,test_095.tif,None,3,110592,57344,1286515,0,0,0,Benign,1,TN,1,40,23.892,Lymph,0,1,1,1,1,1,1,0,0,0,1286515,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.51,0.53,0.46,0.51,0.5,0.5,3.375,0.0647,55,0,251.2545,0,-1,8006.922,24.76129,2561.984,552.06,0.101616,92.88345
C28,P7,test_095.tif,None,4,110592,57344,1286515,0,0,0,Benign,1,TN,1,40,56.332,Lymph,0,1,1,1,1,1,1,0,0,0,1286515,0.6666666667,1,0.5555555556,0.7142857143,0.8620689655,0.9550561798,0.54,0.56,0.48,0.54,0.54,0.54,1,0.0192,38,0,119.7368,0,-1,6785.78,10.64226,2561.984,470.0467,0.112163,79.81076
C28,P8,test_095.tif,None,4,110592,57344,1286515,0,961940,0,Benign,1,TN,1,40,29.856,Lymph,0,0,0,0,0,0,0,0,156140,0,1130375,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.46,0.46,0.39,0.44,0.45,0.46,1.5,0.0287,84,0,181.0476,0,-1,9926.251,38.42351,2561.984,519.08,0.210258,92.17567
C28,P9,test_095.tif,None,2,110592,57344,1286515,0,0,0,Benign,1,TN,1,40,62.39,Lymph,0,1,1,1,1,1,1,0,0,0,1286515,0.6166666667,1,0.4888888889,0.6567164179,0.8270676692,0.9420654912,0.45,0.54,0.43,0.48,0.46,0.45,38.443,0.7366,150,0,207.98,0,-1,7961.499,30.09174,2561.984,528.0999,0.211785,81.59648
C7,P1,test_038.tif,Micro,2,97792,218624,1147140,4703,0,1,Benign,0,FN,0,20,32.762,Lymph,0.002781700577,0,0,0,0,0,0,0,0,3191,1143949,0.65,1,0.5333333333,0.6956521739,0.8510638298,0.951048951,0.6,0.48,0.46,0.51,0.55,0.58,3.375,0.0222,81,0,233.4321,0,-1,8223.917,31.07793,448.1287,400.9844,0.117074,95.88885
